time,ax,ay,az,atotal
37.566,16.22,-3.35,9.65,19.17
37.576,14.41,-3.76,3.61,15.33
37.586,12.34,-3.69,-1.32,12.95
37.596,10.34,-4.16,-5.27,12.33
37.606,8.18,-4.97,-8.85,13.03
37.617,6.19,-5.61,-12.46,15.00
37.626,4.63,-6.28,-15.94,17.75
37.636,2.85,-6.86,-18.73,20.15
37.646,0.20,-7.43,-20.00,21.33
37.656,-2.64,-7.87,-19.97,21.63
37.666,-4.96,-8.25,-19.19,21.47
37.676,-6.00,-9.02,-18.23,21.21
37.687,-6.03,-10.34,-17.08,20.86
37.696,-5.94,-10.65,-16.00,20.12
37.707,-5.67,-10.17,-15.58,19.45
37.717,-5.14,-10.46,-16.44,20.15
37.727,-4.90,-10.59,-17.79,21.28
37.737,-4.61,-10.83,-18.50,21.93
37.747,-3.86,-11.74,-17.85,21.72
37.757,-2.86,-13.07,-16.14,20.96
37.767,-1.66,-14.39,-13.55,19.83
37.777,-0.19,-15.58,-9.81,18.41
37.787,1.55,-16.55,-5.75,17.59
37.797,3.35,-16.83,-2.53,17.35
37.807,4.76,-15.89,-0.84,16.61
37.817,7.08,-14.73,-2.73,16.57
37.827,9.89,-17.59,-7.89,21.66
37.837,7.18,-21.26,-10.44,24.75
37.847,0.48,-19.62,-6.02,20.53
37.857,2.44,-19.44,1.28,19.64
37.867,11.35,-20.47,9.34,25.20
37.877,22.54,-17.72,16.23,32.95
37.887,33.54,-11.87,17.57,39.68
37.897,36.82,-5.94,15.79,40.50
37.907,32.53,-3.18,15.43,36.14
37.917,25.88,-1.61,15.99,30.46
37.927,19.65,0.87,15.82,25.24
37.937,17.14,2.68,13.55,22.02
37.948,16.78,3.68,9.46,19.61
37.958,16.08,5.10,5.19,17.65
37.968,16.55,7.57,0.37,18.20
37.978,16.94,10.81,-2.57,20.26
37.988,13.43,13.66,-1.49,19.21
37.997,7.05,14.02,0.30,15.69
38.008,1.40,12.89,0.18,12.96
38.017,-3.34,12.05,-1.02,12.54
38.028,-7.54,11.47,-2.24,13.91
38.038,-10.67,10.60,-2.81,15.30
38.048,-12.60,9.76,-2.52,16.14
38.058,-12.56,10.00,-2.24,16.21
38.068,-10.86,11.36,-1.58,15.79
38.078,-9.62,12.57,0.46,15.84
38.088,-9.82,13.11,3.52,16.75
38.098,-10.07,13.27,6.23,17.78
38.108,-10.12,12.91,8.68,18.56
38.118,-10.05,12.36,10.46,19.06
38.128,-9.54,11.87,10.50,18.50
38.138,-8.55,11.04,10.30,17.36
38.148,-7.38,9.87,11.26,16.69
38.158,-6.41,8.77,13.13,17.04
38.168,-5.29,7.54,15.29,17.85
38.178,-3.71,6.37,17.26,18.77
38.188,-1.41,6.09,18.70,19.72
38.198,-0.61,5.67,16.47,17.43
38.208,-0.01,-0.35,15.37,15.37
38.218,2.31,-6.22,17.76,18.95
38.228,12.74,-8.48,23.03,27.65
38.238,26.43,-8.38,27.73,39.21
38.249,35.51,-6.22,27.44,45.30
38.258,39.01,-4.78,22.85,45.46
38.269,40.10,-7.34,18.21,44.65
38.278,37.13,-10.45,15.57,41.60
38.289,32.09,-11.36,12.82,36.38
38.299,28.07,-11.85,9.32,31.87
38.309,25.21,-13.11,6.98,29.26
38.319,22.40,-13.43,4.83,26.55
38.329,19.92,-13.39,3.45,24.25
38.338,18.00,-13.45,2.56,22.62
38.349,16.31,-13.01,0.97,20.89
38.359,15.45,-12.82,-1.17,20.11
38.369,14.35,-12.71,-3.54,19.50
38.379,12.20,-12.83,-5.42,18.51
38.389,9.02,-13.45,-6.71,17.53
38.399,5.28,-13.96,-7.52,16.71
38.409,2.21,-14.39,-7.80,16.52
38.419,0.36,-14.68,-7.23,16.37
38.429,-1.11,-14.97,-5.92,16.14
38.439,-2.88,-15.46,-4.16,16.26
38.449,-4.37,-15.96,-2.65,16.76
38.459,-4.90,-16.32,-2.51,17.22
38.469,-5.26,-16.98,-3.64,18.14
38.479,-6.01,-17.37,-5.50,19.19
38.489,-6.77,-16.91,-6.81,19.45
38.499,-7.34,-16.31,-6.77,19.13
38.509,-7.67,-16.05,-5.75,18.69
38.519,-8.06,-15.86,-4.25,18.29
38.529,-8.41,-15.46,-2.55,17.78
38.539,-8.80,-15.02,-1.09,17.44
38.549,-9.00,-14.74,-0.01,17.27
38.559,-9.23,-14.66,1.23,17.37
38.569,-9.07,-14.55,2.28,17.30
38.579,-7.87,-14.15,2.64,16.41
38.589,-6.06,-13.64,2.52,15.13
38.599,-4.86,-13.50,2.92,14.64
38.610,-4.17,-13.43,3.58,14.51
38.619,-4.12,-13.41,4.12,14.62
38.630,-4.33,-13.38,4.92,14.90
38.640,-4.54,-13.29,5.67,15.14
38.650,-5.06,-13.40,5.70,15.42
38.660,-6.01,-13.54,5.08,15.67
38.670,-7.02,-13.55,3.92,15.76
38.679,-7.40,-13.60,2.45,15.68
38.690,-6.00,-13.19,1.10,14.54
38.700,-4.37,-12.20,0.38,12.97
38.710,-3.83,-11.24,0.25,11.88
38.720,-3.35,-10.84,0.26,11.35
38.730,-1.84,-11.05,0.18,11.21
38.740,-0.76,-11.03,-0.61,11.07
38.750,0.26,-10.71,-2.77,11.06
38.760,1.49,-10.48,-5.92,12.13
38.770,2.74,-8.88,-9.09,13.00
38.780,4.94,-6.51,-10.37,13.20
38.790,8.55,-6.55,-5.60,12.14
38.800,13.51,-9.57,4.02,17.04
38.810,18.61,-12.20,15.12,26.90
38.820,21.61,-12.47,24.03,34.64
38.830,21.93,-9.69,28.72,37.41
38.840,21.05,-6.86,30.29,37.52
38.851,20.38,-5.14,30.67,37.18
38.860,19.94,-3.41,30.58,36.67
38.871,18.22,-1.56,29.24,34.48
38.880,15.10,-0.45,26.09,30.14
38.891,11.40,-0.21,20.75,23.68
38.900,8.00,-0.38,14.32,16.41
38.910,5.88,-0.36,8.59,10.42
38.920,4.72,-0.02,3.85,6.09
38.931,3.77,0.31,-0.29,3.79
38.940,2.86,0.55,-3.13,4.27
38.951,2.27,0.75,-4.54,5.13
38.960,2.45,1.13,-5.18,5.84
38.971,2.43,1.35,-5.61,6.27
38.981,2.07,1.35,-5.79,6.29
38.991,1.39,1.57,-6.25,6.59
39.001,0.98,1.87,-7.19,7.49
39.011,1.01,1.95,-8.21,8.50
39.021,1.11,1.88,-8.61,8.88
39.031,1.35,1.82,-8.52,8.82
39.041,1.19,1.45,-7.70,7.93
39.051,0.93,1.01,-6.76,6.90
39.061,0.68,0.63,-6.04,6.11
39.071,-0.14,0.34,-4.58,4.60
39.081,-0.32,0.09,-3.33,3.35
39.091,0.20,-0.11,-3.61,3.61
39.101,0.24,-0.38,-4.04,4.07
39.111,0.41,-0.90,-3.43,3.57
39.121,0.04,-1.58,-2.34,2.83
39.131,-0.94,-2.53,-2.24,3.51
39.141,-1.75,-3.42,-2.97,4.86
39.151,-2.47,-3.64,-4.52,6.31
39.161,-3.07,-3.60,-5.86,7.54
39.171,-3.57,-3.63,-5.89,7.79
39.181,-3.47,-3.48,-4.53,6.68
39.191,-2.50,-3.04,-2.85,4.86
39.201,-0.92,-2.50,-0.85,2.80
39.211,0.71,-2.40,1.12,2.74
39.221,1.65,-2.53,2.36,3.83
39.231,1.62,-2.28,2.46,3.72
39.241,0.85,-1.69,1.82,2.62
39.252,-0.16,-1.25,0.97,1.59
39.261,-0.74,-1.00,0.31,1.28
39.272,-0.80,-0.74,0.01,1.10
39.281,-0.62,-0.37,-0.08,0.73
39.292,-0.45,0.10,-0.32,0.56
39.302,-0.39,0.69,-0.66,1.03
39.312,-0.32,1.13,-1.10,1.61
39.322,-0.12,1.30,-1.58,2.05
39.332,-0.05,1.29,-1.90,2.30
39.342,-0.43,1.10,-2.05,2.36
39.352,-1.00,1.00,-2.28,2.69
39.362,-1.56,1.12,-2.73,3.34
39.372,-1.83,0.91,-2.95,3.59
39.382,-1.71,0.46,-2.84,3.35
39.392,-1.22,0.34,-2.35,2.67
39.402,-0.70,0.37,-1.38,1.59
39.412,-0.53,0.09,-0.47,0.71
39.422,-0.78,-0.17,0.05,0.80
39.432,-1.10,-0.08,0.37,1.17
39.442,-1.11,0.18,0.76,1.36
39.452,-0.64,0.53,1.34,1.58
39.462,-0.07,0.93,1.98,2.19
39.472,0.14,1.36,2.42,2.78
39.482,0.36,1.83,2.73,3.30
39.492,1.08,2.18,3.05,3.90
39.502,1.98,2.29,3.34,4.51
39.512,2.52,2.25,3.31,4.73
39.522,2.58,2.29,3.00,4.57
39.532,2.29,2.44,2.45,4.15
39.542,2.21,2.70,1.81,3.93
39.552,2.92,2.85,1.61,4.39
39.562,3.45,2.72,1.61,4.68
39.572,3.41,2.53,1.61,4.54
39.582,3.20,2.08,1.64,4.16
39.593,2.83,1.36,1.58,3.52
39.602,2.61,0.87,1.37,3.07
39.613,2.41,0.60,0.89,2.64
39.622,2.05,0.29,0.27,2.09
39.633,1.37,-0.24,-0.68,1.55
39.643,0.82,-0.78,-1.25,1.68
39.653,0.80,-1.29,-1.28,1.99
39.663,0.94,-1.68,-0.86,2.11
39.673,1.04,-1.92,-0.45,2.23
39.683,1.15,-1.82,-0.15,2.16
39.693,1.38,-1.27,0.03,1.88
39.703,1.45,-0.73,0.33,1.66
39.713,1.50,-0.57,0.72,1.76
39.723,1.59,-0.62,0.89,1.92
39.733,1.58,-0.74,0.98,2.00
39.743,1.30,-0.76,1.03,1.83
39.753,1.00,-0.59,0.94,1.49
39.763,0.80,-0.38,0.91,1.27
39.773,0.63,-0.15,0.92,1.13
39.783,0.52,-0.02,1.00,1.13
39.793,0.39,-0.10,1.26,1.32
39.803,0.24,-0.13,1.68,1.70
39.813,-0.06,-0.17,2.22,2.23
39.823,-0.34,-0.31,2.70,2.74
39.833,-0.53,-0.42,2.78,2.86
39.843,-0.59,-0.34,2.71,2.79
39.853,-0.33,-0.09,2.58,2.61
39.863,0.18,0.21,2.67,2.69
39.873,0.55,0.30,2.93,3.00
39.883,0.89,0.36,2.95,3.10
39.893,1.25,0.63,2.96,3.28
39.903,1.54,0.78,3.12,3.57
39.914,1.70,0.56,3.31,3.76
39.924,1.91,0.22,3.13,3.68
39.934,2.18,0.14,2.96,3.68
39.944,2.06,0.14,2.96,3.61
39.954,1.46,0.19,2.97,3.31
39.964,0.58,0.50,2.83,2.93
39.974,-0.17,0.94,2.40,2.59
39.984,-0.56,1.14,1.80,2.20
39.994,-0.17,1.19,1.03,1.58
40.004,0.64,1.45,0.52,1.67
40.014,0.71,1.87,0.64,2.10
40.024,0.31,2.30,1.55,2.79
40.034,0.22,2.58,3.01,3.97
40.044,0.62,2.47,4.44,5.12
40.054,1.18,1.84,5.52,5.94
40.064,1.30,1.07,5.75,5.99
40.074,1.27,0.98,5.70,5.92
40.084,2.20,1.22,6.65,7.11
40.094,3.76,1.83,8.29,9.28
40.104,4.71,2.14,9.48,10.80
40.114,5.20,1.17,9.88,11.23
40.124,5.09,-0.13,9.77,11.02
40.134,4.96,-1.25,8.92,10.29
40.144,4.30,-1.85,7.42,8.78
40.154,2.87,-1.83,6.55,7.38
40.164,0.87,-1.67,5.67,5.98
40.174,-0.92,-1.70,4.55,4.94
40.184,-0.49,-1.07,3.32,3.52
40.195,1.08,-0.79,1.41,1.94
40.204,0.82,-1.26,0.71,1.67
40.215,0.08,-1.06,1.76,2.06
40.224,0.04,-2.16,0.23,2.17
40.235,-0.82,-3.43,-1.49,3.83
40.245,-1.51,-3.55,-1.00,3.98
40.255,-0.81,-2.80,0.71,3.00
40.265,1.62,-2.45,1.52,3.31
40.275,3.50,-2.52,1.60,4.60
40.285,3.61,-1.78,1.24,4.21
40.295,2.47,-0.69,0.51,2.62
40.305,1.44,-0.68,-0.76,1.77
40.315,0.83,-1.38,-1.90,2.49
40.325,0.11,-2.26,-2.99,3.75
40.335,-0.43,-2.79,-3.71,4.67
40.345,-0.24,-2.96,-3.02,4.24
40.355,0.94,-3.40,-0.22,3.53
40.365,0.27,-3.85,-4.01,5.57
40.375,-0.40,-2.93,-4.65,5.51
40.385,-0.89,-1.19,-4.85,5.08
40.395,-0.26,0.08,-4.91,4.91
40.405,1.33,0.43,-5.02,5.21
40.415,1.77,0.44,-5.43,5.73
40.425,1.67,0.38,-5.66,5.92
40.435,1.13,0.35,-5.64,5.76
40.445,1.20,0.08,-5.18,5.31
40.455,1.88,-0.29,-4.44,4.83
40.465,1.95,-0.52,-3.99,4.47
40.475,1.72,-0.59,-3.45,3.90
40.485,1.56,-0.59,-2.62,3.11
40.495,1.36,-0.68,-1.82,2.37
40.505,1.24,-0.95,-0.92,1.82
40.515,1.10,-1.00,-0.42,1.54
40.525,0.98,-0.87,-0.65,1.46
40.536,0.66,-0.85,-1.20,1.61
40.545,-0.22,-1.32,-2.08,2.48
40.556,-1.09,-1.97,-2.13,3.10
40.565,-1.38,-1.85,-1.69,2.86
40.576,-1.25,-1.53,-0.83,2.14
40.586,-0.71,-1.17,-0.35,1.41
40.596,0.06,-0.84,-0.72,1.10
40.606,0.92,-0.83,-1.57,2.00
40.616,1.47,-1.03,-1.91,2.62
40.626,1.30,-1.06,-1.09,2.00
40.636,0.53,-1.39,-0.53,1.58
40.646,0.13,-2.36,-1.68,2.89
40.656,0.35,-3.08,-3.71,4.84
40.666,0.44,-2.72,-4.54,5.30
40.676,-0.28,-1.85,-3.40,3.88
40.686,-1.53,-0.93,-1.72,2.48
40.696,-2.60,-0.15,-0.66,2.68
40.706,-2.78,0.18,-0.87,2.91
40.716,-2.10,0.49,-1.56,2.66
40.726,-1.39,0.75,-2.42,2.89
40.736,-1.26,0.69,-3.01,3.33
40.746,-1.55,0.75,-2.74,3.23
40.756,-1.97,0.56,-2.15,2.97
40.766,-2.58,-0.08,-1.62,3.05
40.776,-3.05,-0.55,-1.12,3.29
40.786,-3.15,-0.73,-0.98,3.38
40.796,-3.17,-0.38,-1.18,3.40
40.806,-3.19,0.49,-1.60,3.60
40.816,-3.40,1.19,-2.17,4.20
40.826,-3.87,1.23,-2.79,4.93
40.836,-4.53,0.88,-2.69,5.34
40.846,-4.84,0.56,-1.55,5.11
40.857,-4.23,0.14,0.23,4.24
40.867,-3.13,-0.75,2.67,4.18
40.877,-2.02,-2.56,3.32,4.66
40.887,-1.20,-2.70,2.98,4.19
40.897,-1.32,-2.05,2.98,3.85
40.907,-1.67,-1.56,2.67,3.52
40.917,-1.73,-1.57,2.18,3.19
40.927,-1.49,-1.73,1.64,2.81
40.937,-0.51,-1.23,0.99,1.66
40.947,0.76,-0.49,0.81,1.21
40.957,1.50,-0.49,1.22,2.00
40.967,1.04,-1.21,1.98,2.54
40.977,-0.38,-2.27,1.91,2.99
40.987,-1.79,-3.13,2.08,4.16
40.997,-2.57,-3.06,1.59,4.30
41.007,-2.54,-2.80,1.06,3.93
41.017,-1.48,-2.64,0.30,3.04
41.027,-0.22,-2.54,-0.02,2.55
41.037,0.48,-2.72,0.02,2.76
41.047,0.52,-2.34,-0.00,2.40
